209,5791759
661,3546580
442,9220889
530,1713331
818,9284890
951,8796923
559,4917040
510,5660938
925,7774730
510,1750768
707,7062260
707,7434311
323,8723162
949,2232460
530,8297446
559,6172306
858,3666857
530,5885659
530,4609130
951,8656584
760,5464065
760,1783340
559,8115086
707,5331995
530,8516414
951,4096948
530,8026087
530,1073637
323,8986218
562,9306758
530,5484806
562,3265246
650,4604172
415,1762872
831,2580255
707,6217760
760,5547346
510,5013471
530,2974898
925,6175398
213,7971138
530,7679218
530,3283201
909,9392437
909,5530542
530,6004233
559,6934256
209,7829039
760,8016611
831,4720278
530,2629258
559,8071922
805,5849481
530,1022045
707,2716057
559,6717486
760,2287903
669,8701083
760,9090776
650,2299710
949,9652601
925,9256540
209,2369220
760,2787141
831,4422430
530,8241280
530,8876539
530,6230210
661,9919268
760,1726497
949,6729772
530,3435762
661,1646342
661,3002522
858,8497570
760,5383526
562,3507506
650,3971249
530,4207192
559,2701893
530,9421940
310,6335854
805,1179149
530,8236626
760,8615880
619,5041046
760,8489127
760,9457836
760,5605800
323,6562826
209,9644343
619,1769620
209,7421301
619,8460667
530,5849815
559,2886868
442,3291566
661,5858435
707,5485324
415,6728562
